genres,app_name,specs,price,early_access,sentiment,metascore,year,genres_encoded
Action,Hyper Light Drifter,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",19.99,False,Very Positive,84.0,2016,0
Adventure,The Minims,"['Single-player', 'Steam Achievements']",9.99,False,9 user reviews,73.0,2016,1
Adventure,Anna's Quest,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Very Positive,74.0,2015,1
Action,Good Robot,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Very Positive,67.0,2016,0
Action,DARIUSBURST Chronicle Saviours - Space Harrier,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,2 user reviews,80.0,2016,0
Action,DARIUSBURST Chronicle Saviours - Fantasy Zone,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,1 user reviews,80.0,2016,0
Action,DARIUSBURST Chronicle Saviours - Galaxy Force II,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,2 user reviews,80.0,2016,0
Action,Code of Princess,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Mixed,53.0,2016,0
Action,LOUD on Planet X,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",7.99,False,6 user reviews,72.0,2016,0
nan,Saw,['Captions available'],3.99,False,7 user reviews,55.0,2005,11
Adventure,Corpse Party,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Very Positive,71.0,2016,1
Action,Cornerstone: The Song of Tyrim,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Mostly Positive,58.0,2016,0
Adventure,Wailing Heights,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,False,Mostly Positive,70.0,2016,1
Action,Ori and the Blind Forest: Definitive Edition,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats']",19.99,False,Overwhelmingly Positive,88.0,2016,0
Indie,Offworld Trading Company,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Includes level editor']",19.99,False,Mostly Positive,78.0,2016,4
Action,Back in 1995,"['Single-player', 'Steam Achievements', 'Full controller support']",9.99,False,Mixed,52.0,2016,0
Adventure,N.E.R.O.: Nothing Ever Remains Obscure,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,False,Mixed,59.0,2016,1
Adventure,Kathy Rain,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,Very Positive,77.0,2016,1
Casual,Fragments of Him,"['Single-player', 'Full controller support', 'Steam Trading Cards']",9.99,False,Positive,69.0,2016,2
Simulation,TransOcean 2: Rivals,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",24.99,False,Mixed,69.0,2016,8
Action,Goliath,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",11.99,False,Mixed,57.0,2016,0
Action,Homefront®: The Revolution,"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Stats']",29.99,False,Mixed,54.0,2016,0
Action,Salt and Sanctuary,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",17.99,False,Very Positive,84.0,2016,0
Indie,Overfall,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Very Positive,71.0,2016,4
Indie,Duskers,['Single-player'],19.99,False,Very Positive,83.0,2016,4
Action,OmniBus,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support']",9.99,False,Mostly Positive,55.0,2016,0
Indie,Planar Conquest,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Mixed,53.0,2016,4
Indie,Turmoil,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Very Positive,73.0,2016,4
Action,Sherlock Holmes: The Devil's Daughter,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",49.99,False,Mostly Positive,65.0,2016,0
Racing,Trials of the Blood Dragon,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",14.99,False,Mixed,54.0,2016,7
Massively,WildStar: Captain's Pack,"['Multi-player', 'MMO', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']",9.99,False,Mostly Positive,82.0,2016,5
Massively,WildStar: Cute & Cuddly Pack,"['Multi-player', 'MMO', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",34.99,False,5 user reviews,82.0,2016,5
Action,Furi,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",19.99,False,Very Positive,76.0,2016,0
Action,Fossil Echo,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,False,Mixed,61.0,2016,0
Action,VIDEOBALL,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",9.99,False,Very Positive,82.0,2016,0
Adventure,Muv-Luv,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",34.99,False,Very Positive,76.0,2016,1
Action,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",49.99,False,Overwhelmingly Positive,79.0,2016,0
Adventure,Ian's Eyes,"['Single-player', 'Steam Trading Cards']",9.99,False,Mixed,36.0,2016,1
Adventure,Kelvin and the Infamous Machine,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,Very Positive,79.0,2016,1
Action,DreamBreak,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",6.99,False,Mixed,46.0,2016,0
Adventure,Journey to the Center of the Earth,['Single-player'],4.99,False,2 user reviews,65.0,2003,1
Action,8DAYS - PEACE IS OUR BUSINESS,"['Single-player', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud']",7.99,False,Mixed,64.0,2016,0
Action,Starbound,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",14.99,False,Very Positive,81.0,2016,0
Adventure,Human: Fall Flat,"['Single-player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",14.99,False,Very Positive,70.0,2016,1
Action,Lovely Planet Arcade,"['Single-player', 'Steam Achievements', 'Full controller support']",5.99,False,Mostly Positive,78.0,2016,0
Action,Headlander,"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud']",19.99,False,Very Positive,74.0,2016,0
RPG,Little King's Story,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",19.99,False,Mostly Positive,62.0,2016,6
Action,Road to Ballhalla,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",14.99,False,Positive,75.0,2016,0
Adventure,The Silver Case,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",19.99,False,Very Positive,67.0,2016,1
Adventure,Ray Gigant,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",29.99,False,Mixed,55.0,2016,1
Adventure,Reigns,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",2.99,False,Very Positive,77.0,2016,1
Adventure,Grow Up,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Very Positive,71.0,2016,1
Racing,F1 2016,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",59.99,False,Very Positive,86.0,2016,7
Action,Worms W.M.D,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",29.99,False,Mostly Positive,79.0,2016,0
Action,Deus Ex: Mankind Divided,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",59.99,False,Mixed,83.0,2016,0
Adventure,"Gabriel Knight® 3: Blood of the Sacred, Blood of the Damned",['Single-player'],5.99,False,Mixed,80.0,1999,1
Simulation,Caesar™ IV,['Single-player'],9.99,False,Mixed,74.0,2006,8
Adventure,Hue,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",14.99,False,Very Positive,79.0,2016,1
Adventure,The Turing Test,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Very Positive,74.0,2016,1
Action,Talent Not Included,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",12.99,False,Positive,73.0,2016,0
Action,The Final Station,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",14.99,False,Very Positive,76.0,2016,0
Action,The Warlock of Firetop Mountain,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Very Positive,70.0,2016,0
Indie,Halcyon 6: Starbase Commander,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",14.99,False,Mostly Positive,71.0,2016,4
Adventure,The Bunker,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Mostly Positive,57.0,2016,1
Adventure,Wheels of Aurelia,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Mixed,63.0,2016,1
Action,Seraph,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",12.99,False,Very Positive,80.0,2016,0
Adventure,Zenith,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",14.99,False,Mostly Positive,57.0,2016,1
Sports,NBA 2K17,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",59.99,False,Mixed,90.0,2016,9
Action,Klang,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,False,Very Positive,71.0,2016,0
Action,Lichtspeer,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Very Positive,72.0,2016,0
Action,Clustertruck,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Stats', 'Steam Leaderboards', 'Includes level editor']",14.99,False,Very Positive,76.0,2016,0
Adventure,Sunless Sea - Zubmariner,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud']",10.99,False,Very Positive,78.0,2016,1
Casual,Mantis Burn Racing®,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Mixed,71.0,2016,2
Indie,GoNNER,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",9.99,False,Very Positive,81.0,2016,4
Simulation,Crazy Machines 3,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",19.99,False,Overwhelmingly Positive,71.0,2016,8
Adventure,Orwell: Keeping an Eye On You,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Very Positive,77.0,2016,1
Strategy,Sid Meier’s Civilization® VI,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",59.99,False,Mostly Positive,88.0,2016,10
Simulation,Farming Simulator 17,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",24.99,False,Very Positive,69.0,2016,8
Casual,Slayaway Camp,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",8.99,False,Very Positive,83.0,2016,2
Indie,Oh...Sir!! The Insult Simulator,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",1.99,False,Very Positive,64.0,2016,4
RPG,The Elder Scrolls V: Skyrim Special Edition,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",39.99,False,Mostly Positive,74.0,2016,6
Simulation,Football Manager 2017,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",49.99,False,Mixed,80.0,2016,8
Adventure,Beholder,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Very Positive,75.0,2016,1
Adventure,Yesterday Origins,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,False,Very Positive,74.0,2016,1
Adventure,Silence,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",29.99,False,Very Positive,75.0,2016,1
Adventure,Candle,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Very Positive,80.0,2016,1
Action,Don't open the doors!,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",7.99,False,Very Positive,68.0,2016,0
Action,ICEY,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",10.99,False,Very Positive,84.0,2016,0
Action,Killing Floor 2,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Valve Anti-Cheat enabled', 'Includes level editor']",29.99,False,Very Positive,75.0,2016,0
Simulation,Cities: Skylines - Natural Disasters,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']",14.99,False,Very Positive,80.0,2016,8
RPG,The Dwarves,"['Single-player', 'Steam Achievements', 'Full controller support']",39.99,False,Mostly Positive,61.0,2016,6
Action,Steep™,"['Single-player', 'Online Multi-Player', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']",29.99,False,Mostly Positive,72.0,2016,0
Action,Dungeon Souls,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",12.99,False,Very Positive,67.0,2016,0
Adventure,Her Majesty's SPIFFING,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",11.99,False,Very Positive,60.0,2016,1
Simulation,Hearts of Iron IV: Together for Victory,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",14.99,False,Mixed,71.0,2016,8
Adventure,Milkmaid of the Milky Way,"['Single-player', 'Steam Achievements']",5.99,False,Very Positive,74.0,2017,1
Strategy,Conquest: Frontier Wars,"['Single-player', 'Multi-player', 'Online Multi-Player']",5.99,False,4 user reviews,80.0,2001,10
Indie,Stars in Shadow,['Single-player'],24.99,False,Mostly Positive,75.0,2017,4
Action,SpiritSphere,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats']",7.99,False,Positive,64.0,2017,0
Action,RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",29.99,False,Very Positive,83.0,2017,0
